Verein	ZVR-Zahl	Bezirk	Foerderung_ref	Typ	Jahr	Betrag_EUR	Quelle	Fördergegenstand — Anmerkungen	Programm	Kurzname	Verein_key
ECHOLOT - Kulturverein für transdisziplinäre Kunst & Artistic Research	1870448466	10	MA7	Beschluss	2026	4850.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Integrations und Diversitätsrelevanten Projekten			echolot - kulturverein für transdisziplinäre kunst & artistic research
Engelsharfen+Teufelsgeigen - Verein zur Förderung innovativer musikalischer und performativer Formate	1381900586	5	MA7	Beschluss	2024	4000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Einzelnförderungen (Projekte) Musik			engelsharfen+teufelsgeigen - verein zur förderung innovativer musikalischer und performativer formate
Engelsharfen+Teufelsgeigen - Verein zur Förderung innovativer musikalischer und performativer Formate	1381900586	5	MA7	Beschluss	2025	3000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			engelsharfen+teufelsgeigen - verein zur förderung innovativer musikalischer und performativer formate
Engelsharfen+Teufelsgeigen - Verein zur Förderung innovativer musikalischer und performativer Formate	1381900586	5	MA7	Beschluss	2026	3000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			engelsharfen+teufelsgeigen - verein zur förderung innovativer musikalischer und performativer formate
Engelsharfen+Teufelsgeigen - Verein zur Förderung innovativer musikalischer und performativer Formate	1381900586	5	BMKöS	Beschluss	2026	5000.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen			engelsharfen+teufelsgeigen - verein zur förderung innovativer musikalischer und performativer formate
Kunst- und Kulturverein Akusmonautikum	1533182155	23	MA7	Beschluss	2024	8000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Einzelnförderunge (Projekte) Musik	Akusmonautik		kunst- und kulturverein akusmonautikum
Kunst- und Kulturverein Akusmonautikum	1533182155	23	MA7	Beschluss	2025	8000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			kunst- und kulturverein akusmonautikum
Kunst- und Kulturverein Akusmonautikum	1533182155	23	MA7	Beschluss	2026	8000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			kunst- und kulturverein akusmonautikum
Music Scapes - Musik- & Kunstprojekte im gesellschaftlichen Kontext	1119796125	19	MA7	Beschluss	2024	13000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Einzelnförderungen (Projekte) Musik	Jahresprogramm von MusicScapes		music scapes - musik- & kunstprojekte im gesellschaftlichen kontext
Music Scapes - Musik- & Kunstprojekte im gesellschaftlichen Kontext	1119796125	19	MA7	Beschluss	2023	10000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelnförderungen (Projekte) Musik	reVision part 3		music scapes - musik- & kunstprojekte im gesellschaftlichen kontext
Music Scapes - Musik- & Kunstprojekte im gesellschaftlichen Kontext	1119796125	19	MA7	Beschluss	2022	10000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022	ausbezahlt: Einzelnförderungen (Projekte) Musik	Partizipatives Musikforschungslab und partizipative Interventionen-re:vision part II		music scapes - musik- & kunstprojekte im gesellschaftlichen kontext
Österreichische Gesellschaft für zeitgenössische Musik (ÖGZM)	904922152	3	MA7	Beschluss	2024	10000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Gesamtförderung (Jahrestätigkeit) Musik			österreichische gesellschaft für zeitgenössische musik (ögzm)
Österreichische Gesellschaft für zeitgenössische Musik (ÖGZM)	904922152	3	MA7	Beschluss	2023	9500.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Gesamtförderung (Jahrestätigkeit) Musik			österreichische gesellschaft für zeitgenössische musik (ögzm)
Österreichische Gesellschaft für zeitgenössische Musik (ÖGZM)	904922152	3	MA7	Beschluss	2022	9500.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022	ausbezahlt: Gesamtförderung (Jahrestätigkeit) Musik			österreichische gesellschaft für zeitgenössische musik (ögzm)
Österreichische Gesellschaft für zeitgenössische Musik (ÖGZM)	904922152	3	BMKöS_BMWKMS	Beschluss	2024	11500.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme			österreichische gesellschaft für zeitgenössische musik (ögzm)
Österreichische Gesellschaft für zeitgenössische Musik (ÖGZM)	904922152	3	BMKöS_BMWKMS	Beschluss	2023	11500.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme			österreichische gesellschaft für zeitgenössische musik (ögzm)
Österreichische Gesellschaft für zeitgenössische Musik (ÖGZM)	904922152	3	BMKöS_BMWKMS	Beschluss	2022	1500.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Ukrainehilfe Projekte	Konzerte Lyatoshinsky Trio & Emilia Polotska 		österreichische gesellschaft für zeitgenössische musik (ögzm)
Österreichische Gesellschaft für zeitgenössische Musik (ÖGZM)	904922152	3	BMKöS_BMWKMS	Beschluss	2025	11500.0	Transparenzportal IFG 2025	ausbezahlt: Musik Förderung von Vereinen			österreichische gesellschaft für zeitgenössische musik (ögzm)
Österreichische Gesellschaft für zeitgenössische Musik (ÖGZM)	904922152	3	BMKöS_BMWKMS	Beschluss	2026	11500.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen			österreichische gesellschaft für zeitgenössische musik (ögzm)
Österreichische Gesellschaft für zeitgenössische Musik (ÖGZM)	904922152	3	MA7	Beschluss	2026	10000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			österreichische gesellschaft für zeitgenössische musik (ögzm)
Österreichische Gesellschaft für zeitgenössische Musik (ÖGZM)	904922152	3	MA7	Beschluss	2025	10000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			österreichische gesellschaft für zeitgenössische musik (ögzm)
Pia Maria Palme	[Einzelperson]	19	MA7	Beschluss	2024	6000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Festivals Musik	Festival MUSIK NACH DER NATUR		pia maria palme
Pia Maria Palme	[Einzelperson]	19	MA7	Beschluss	2023	6000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelnförderungen (Projekte) Musik	OR IS IT MICROBIOLOGY?		pia maria palme
PHACE - Ensemble für neue Musik	366181964	15	MA7	Beschluss	2024	130000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Orchester & Ensemble — mehrjährige Gesamtförderung 2024-2025			phace - ensemble für neue musik
Platypus - Verein für Neue Musik	881787755	5	MA7	Beschluss	2024	25000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Gesamtförderung Orchester & Ensemble			platypus - verein für neue musik
Reconsil - Verein zur Förderung zeitgenössischer Musik	90914757	5	MA7	Beschluss	2024	6000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Orchester & Ensembles Musik	Konzertzyklus 2024		reconsil - verein zur förderung zeitgenössischer musik
Reboot Jazz - Verein zur Förderung der Weiterentwicklung des Jazz	1695512419	14	MA7	Beschluss	2024	70000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Festivals Musik	OPEN JAZZ VIENNA. 		reboot jazz - verein zur förderung der weiterentwicklung des jazz
SAMA Kollektiv - Kunst & Kulturverein	1944532794	19	MA7	Beschluss	2024	4000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Einzelnförderungen (Projekte) Musik	sama recordings pres. s c h w e b e n		sama kollektiv - kunst & kulturverein
SAMA Kollektiv - Kunst & Kulturverein	1944532794	19	MA7	Beschluss	2025	3000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			sama kollektiv - kunst & kulturverein
SAMA Kollektiv - Kunst & Kulturverein	1944532794	19	MA7	Beschluss	2026	3000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			sama kollektiv - kunst & kulturverein
tonWerk - Forum für Neue Musik	708944665	14	MA7	Beschluss	2024	6000.0	Förderbericht der Stadt Wien 2024	ausbezahlt: Einzelnförderungen (Projekte) Musik	ton-netz-werk		tonwerk - forum für neue musik
tonWerk - Forum für Neue Musik	708944665	14	BMKöS_BMWKMS	Beschluss	2022	2300.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Jahresprogramme			tonwerk - forum für neue musik
tonWerk - Forum für Neue Musik	708944665	14	BMKöS_BMWKMS	Beschluss	2023	2500.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Projekte			tonwerk - forum für neue musik
tonWerk - Forum für Neue Musik	708944665	14	BMKöS_BMWKMS	Beschluss	2023	10000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Digitalisierung Digitale Transformation — Ausnahme			tonwerk - forum für neue musik
tonWerk - Forum für Neue Musik	708944665	14	BMKöS_BMWKMS	Beschluss	2024	2500.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Projekte			tonwerk - forum für neue musik
tonWerk - Forum für Neue Musik	708944665	14	BMKöS_BMWKMS	Beschluss	2025	2600.0	Transparenzportal IFG 2025	ausbezahlt: Musik Förderung von Vereinen			tonwerk - forum für neue musik
tonWerk - Forum für Neue Musik	708944665	14	MA7	Beschluss	2025	6000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			tonwerk - forum für neue musik
tonWerk - Forum für Neue Musik	708944665	14	MA7	Beschluss	2026	5000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			tonwerk - forum für neue musik
Setzkasten, Verein und Werkstatt zur Förderung intermedialer Kunst	314108954	17	MA7	Beschluss	2023	25000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Gesamtförderung Kulturinitiativen		Setzkasten Wien	setzkasten, verein und werkstatt zur förderung intermedialer kunst
Setzkasten, Verein und Werkstatt zur Förderung intermedialer Kunst	314108954	17	MA7	Beschluss	2024	25000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Gesamtförderung Kulturinitiativen		Setzkasten Wien	setzkasten, verein und werkstatt zur förderung intermedialer kunst
MOOZAK - VEREIN FÜR EXPERIMENTELLE MUSIK	817982407	19	MA7	Beschluss	2023	8000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelnförderungen (Projekte) Musik	Multichannel Series. OPEN JAZZ VIENNA - Sitz außerhalb Wien	Moozak	moozak - verein für experimentelle musik
PARKEN, Verein zur Förderung experimenteller Musik im öffentlichem Raum	1294222714	16	MA7	Beschluss	2023	10000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelnförderungen (Projekte) Musik	PARKEN 2023	PARKEN	parken, verein zur förderung experimenteller musik im öffentlichem raum
Alexander Eberhard	[Einzelperson]	3	MA7	Beschluss	2023	7000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Förderung an Einzelperson. Projekt: On the Couch - Studiokonzerte 2023			alexander eberhard
minciospace - Verein zur Förderung von künstlerischer Entwicklung unter besonderer Berücksichtigung gesellschaftsrelevanter Themen	[nicht dokumentiert]	15	MA7	Beschluss	2023	5000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelförderungen (Projekte) Musik	The Dirt of Easter Island	Minciospace	minciospace - verein zur förderung von künstlerischer entwicklung unter besonderer berücksichtigung gesellschaftsrelevanter themen
Althangrund - Verein für Kultur-, Wohn- und Sozialraum für Alle, Kurzform: Althangrund für alle!	1170816400	9	MA7	Beschluss	2023	5000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelförderungen (Projekte) Musik	This is our dancefloor! 2023		althangrund - verein für kultur-, wohn- und sozialraum für alle, kurzform:\nalthangrund für alle!
Althangrund - Verein für Kultur-, Wohn- und Sozialraum für Alle, Kurzform: Althangrund für alle!	1170816400	9	MA7	Beschluss	2026	38000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Kulturinitiativen			althangrund - verein für kultur-, wohn- und sozialraum für alle, kurzform:\nalthangrund für alle!
Althangrund - Verein für Kultur-, Wohn- und Sozialraum für Alle, Kurzform: Althangrund für alle!	1170816400	9	MA7	Beschluss	2025	38000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Kulturinitiativen			althangrund - verein für kultur-, wohn- und sozialraum für alle, kurzform:\nalthangrund für alle!
Althangrund - Verein für Kultur-, Wohn- und Sozialraum für Alle, Kurzform: Althangrund für alle!	1170816400	9	MA7	Beschluss	2025	5000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			althangrund - verein für kultur-, wohn- und sozialraum für alle, kurzform:\nalthangrund für alle!
moment collective - Verein für experimentelle Musik, audio-visuelle und performative Kunst	839307922	14	MA7	Beschluss	2023	20000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Orchester & Ensembles Musik	Black Page Orchestra Konzerte		moment collective - verein für experimentelle musik, audio-visuelle und performative kunst
Klang.Kunst.Etage - Verein für experimentelle Musik und Kunstprojekte	539978143	2	MA7	Beschluss	2023	24000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Orchester & Ensembles Musik	NowHere & NoWhere – Partituren Im Jetzt/Vienna Improvisers Orchestra		klang.kunst.etage - verein für experimentelle musik und kunstprojekte
Kulturverein WERK	140201457	9	MA7	Beschluss	2023	16000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelnförderungen (Projekte) Kulturinitiativen – Venue: das WERK Wien	das WERK Wien: Stadtteilkultur		kulturverein werk
Hjalmar Al-Serori	Einzelnperson	5	MA7	Beschluss	2023	23000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelnförderungen (Projekte) Musik – Venue:Celeste	Sommersaison | 10+25 Jahre celeste		hjalmar al-serori
RRRIOT - Verein zur Förderung und Vermittlung feministischen Kulturschaffens	1768215396	10	BMKöS_BMWKMS	Beschluss	2023	7000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Musikförderung Jahresprogramme			rrriot - verein zur förderung und vermittlung feministischen kulturschaffens
snim - spontanes Netzwerk für improvisierte Musik	461480763	15	MA7	Beschluss	2023	4000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelförderungen (Projekte) Musik	snImpro + snim feat. Dilate Ensemble		snim - spontanes netzwerk für improvisierte musik
sp ce. Verein zur Förderung von Kunst und Transdisziplinarität	752869720	19	MA7	Beschluss	2023	8000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Festivals Musik	Festival SUAL 2023		sp ce. verein zur förderung von kunst und transdisziplinarität
"""Ventil"" - Verein zur Freisetzung klanglicher Innovation und Dynamik Kurztitel: Ventil"	462456728	18	MA7	Beschluss	2023	8000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelförderungen (Projekte) Musik	Konzertveranstaltungen 2. Halbjahr 2023	Ventil Records	"""ventil"" - verein zur freisetzung klanglicher innovation und dynamik kurztitel: ventil"
punctum collective, Verein zur Förderung zeitgenössischer Musik und transmedialer Kunstformate	1310873198	5	MA7	Beschluss	2023	8000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelnförderungen (Projekte) Musik	punctum collective Saison		punctum collective, verein zur förderung zeitgenössischer musik und transmedialer kunstformate
"Sounds Queer?"" Feministischer, queerer Verein zur Förderung elektronischer\nMusik"	1784018089	18	MA7	Beschluss	2023	10000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelnförderungen (Projekte) Musik	Synth Lab		"""sounds queer?"" feministischer, queerer verein zur förderung elektronischer musik"
UNSAFE SOUNDS - Verein zur Verteidigung künstlerischer Grauzonen	1670187874	18	MA7	Beschluss	2023	57000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Festivals Musik	Unsafe+Sounds Festival 2023	Unsafe+Sounds	unsafe sounds - verein zur verteidigung künstlerischer grauzonen
UNSAFE SOUNDS - Verein zur Verteidigung künstlerischer Grauzonen	1670187874	18	BMKöS_BMWKMS	Beschluss	2023	7000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Festspiele, Großveranstaltungen Musik und darstellende Kunst	Unsafe+Sounds Festival 2023	Unsafe+Sounds	unsafe sounds - verein zur verteidigung künstlerischer grauzonen
STRUMA+IODINE - Verein zur Erweiterung musikalischer Erfahrungsräume	1954454117	9	MA7	Beschluss	2023	26000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelnförderungen (Projekte) Musik	Struma+Iodine	Struma+Iodine	struma+iodine - verein zur erweiterung musikalischer erfahrungsräume
echoraum Vereinigung zur Förderung der Kulturkommunikation	884318065	15	MA7	Beschluss	2023	110000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Gesamtförderungen (Jahrestätigkeit) Musik		echoraum	echoraum vereinigung zur förderung der kulturkommunikation
id/l Agentur für Kunst und Kultur	214732532	18	MA7	Beschluss	2023	49000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelnförderungen (Projekte) Kulturinitiativen	Sonic Territories | Intra-Action	id/l	id/l agentur für kunst und kultur
Floating Sound Gallery Vienna, Verein zur Förderung von Kunst und Kultur	1534373870	20	MA7	Beschluss	2023	9000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelnförderungen (Projekte) Musik	"ACOUSMONIUM | CIRCUIT FANTÔME
"	Floating Sound Gallery Vienna	floating sound gallery vienna, verein zur förderung von kunst und kultur
Verein für experimentelle improvisierte Musik (VEIM)	420413087	4	MA7	Beschluss	2023	11000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelnförderungen (Projekte) Musik	Monday Improvisers Session.	VEIM	verein für experimentelle improvisierte musik (veim)
liccht - kulturverein für nischenmusik und populärkultur	1472352125	3	MA7	Beschluss	2023	20000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelnförderungen (Projekte) Musik	Konzert Veranstaltungsreihe ((liccht))	liccht	liccht - kulturverein für nischenmusik und populärkultur
